DATETIME,ENTITY_DESCRIPTION_SHORT,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,WAIT_TIME_IN_2H
2019-02-14 13:00:00,Water Ride,247.0,0,30,240.0,,360.0,25.0
2019-02-03 13:15:00,Flying Coaster,756.0,0,30,195.0,,345.0,40.0
2019-07-03 14:00:00,Water Ride,247.0,0,40,210.0,,540.0,15.0
2019-01-17 10:45:00,Flying Coaster,724.5,0,10,345.0,,465.0,5.0
2022-05-08 13:00:00,Pirate Ship,301.75,0,30,270.0,,600.0,35.0
2019-07-06 10:15:00,Flying Coaster,756.0,0,15,435.0,,765.0,30.0
2020-02-05 16:00:00,Flying Coaster,756.0,0,5,60.0,,180.0,5.0
2019-04-17 19:15:00,Water Ride,247.0,0,20,-105.0,,165.0,0.0
2020-03-12 17:00:00,Pirate Ship,208.25,0,20,0.0,,150.0,25.0
2022-07-07 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,5.0
2019-04-17 12:45:00,Flying Coaster,756.0,0,60,285.0,,555.0,45.0
2019-03-01 14:45:00,Water Ride,247.0,0,30,135.0,,285.0,30.0
2022-06-26 12:00:00,Flying Coaster,756.0,0,15,330.0,,660.0,30.0
2020-02-05 15:30:00,Pirate Ship,208.25,0,35,90.0,,210.0,35.0
2020-03-06 15:30:00,Water Ride,247.0,0,20,90.0,,240.0,20.0
2022-05-31 14:00:00,Water Ride,115.267,8,20,210.0,,540.0,25.0
2019-04-17 10:00:00,Water Ride,197.6,3,15,450.0,,720.0,40.0
2020-01-25 10:30:00,Pirate Ship,76.5,0,55,360.0,,570.0,65.0
2022-05-31 15:15:00,Flying Coaster,726.6,0,35,135.0,,465.0,15.0
2022-05-28 17:00:00,Flying Coaster,756.0,0,35,30.0,,360.0,15.0
2022-07-02 11:00:00,Water Ride,247.0,0,20,390.0,,720.0,35.0
2019-02-17 10:45:00,Flying Coaster,756.0,0,40,375.0,,495.0,35.0
2019-05-27 19:45:00,Flying Coaster,378.0,0,30,-135.0,,195.0,15.0
2022-08-11 09:00:00,Flying Coaster,630.0,0,5,510.0,,840.0,15.0
2019-07-08 17:30:00,Water Ride,247.0,0,20,0.0,,330.0,20.0
2019-02-26 13:30:00,Flying Coaster,756.0,0,30,210.0,,360.0,35.0
2022-04-07 14:45:00,Flying Coaster,756.0,0,20,165.0,,495.0,5.0
2020-03-11 15:15:00,Pirate Ship,280.5,0,20,105.0,,255.0,45.0
2022-06-29 18:15:00,Flying Coaster,756.0,0,15,-45.0,,285.0,5.0
2019-05-22 10:00:00,Flying Coaster,756.0,0,5,450.0,,780.0,10.0
2019-04-06 12:00:00,Flying Coaster,453.6,6,35,330.0,,600.0,45.0
2019-07-26 19:30:00,Water Ride,247.0,0,25,-120.0,,210.0,25.0
2022-05-28 17:45:00,Flying Coaster,756.0,0,15,-15.0,,315.0,5.0
2022-05-22 14:45:00,Pirate Ship,229.5,0,45,165.0,,495.0,50.0
2022-05-08 19:45:00,Pirate Ship,306.0,0,15,-135.0,,195.0,30.0
2022-04-03 15:15:00,Water Ride,247.0,0,25,135.0,,465.0,20.0
2022-05-08 16:45:00,Water Ride,247.0,0,30,45.0,,375.0,20.0
2020-02-25 10:45:00,Pirate Ship,149.317,0,70,375.0,,555.0,40.0
2022-05-13 13:00:00,Water Ride,247.0,0,40,270.0,,600.0,40.0
2020-02-25 12:15:00,Flying Coaster,756.0,0,35,285.0,,465.0,40.0
2019-05-24 11:00:00,Water Ride,247.0,0,10,390.0,,720.0,25.0
2019-03-30 11:30:00,Flying Coaster,756.0,0,50,360.0,,510.0,70.0
2019-07-28 09:45:00,Flying Coaster,756.0,0,5,465.0,,795.0,15.0
2022-04-26 20:15:00,Flying Coaster,756.0,0,5,-165.0,,165.0,5.0
2019-01-18 16:15:00,Flying Coaster,756.0,0,5,15.0,,135.0,10.0
2019-05-07 19:00:00,Flying Coaster,756.0,0,5,-90.0,,210.0,10.0
2020-03-06 15:45:00,Water Ride,247.0,0,25,75.0,,225.0,20.0
2019-06-20 18:00:00,Water Ride,247.0,0,10,-30.0,,300.0,20.0
2022-05-30 19:30:00,Pirate Ship,153.0,0,40,-120.0,,210.0,40.0
2022-08-07 16:30:00,Pirate Ship,229.5,0,35,60.0,,390.0,35.0
2022-07-12 12:15:00,Flying Coaster,756.0,0,50,315.0,,645.0,35.0
2020-03-10 14:45:00,Water Ride,247.0,0,20,135.0,,285.0,15.0
2019-03-07 09:45:00,Flying Coaster,25.2,0,5,435.0,,585.0,40.0
2022-05-15 17:15:00,Pirate Ship,306.0,0,25,15.0,,345.0,25.0
2019-04-19 11:15:00,Water Ride,247.0,0,35,375.0,,645.0,40.0
2019-02-22 11:45:00,Water Ride,224.5,0,30,315.0,,435.0,30.0
2022-06-06 15:15:00,Pirate Ship,303.45,0,65,135.0,,465.0,35.0
2022-05-27 11:30:00,Flying Coaster,756.0,0,40,360.0,,690.0,50.0
2019-02-01 11:30:00,Flying Coaster,756.0,0,5,300.0,,420.0,25.0
2019-05-31 14:30:00,Flying Coaster,756.0,0,70,180.0,,510.0,60.0
2019-04-01 11:45:00,Water Ride,247.0,0,25,345.0,,615.0,35.0
2019-09-23 09:30:00,Water Ride,247.0,0,5,480.0,,660.0,20.0
2019-01-23 09:30:00,Water Ride,214.067,0,5,420.0,,540.0,15.0
2022-06-29 19:30:00,Water Ride,247.0,0,25,-120.0,,210.0,15.0
2019-01-18 16:30:00,Flying Coaster,756.0,0,5,0.0,,120.0,5.0
2022-08-06 20:30:00,Pirate Ship,301.75,0,30,-180.0,,150.0,50.0
2020-03-09 17:00:00,Flying Coaster,756.0,0,5,0.0,,150.0,10.0
2019-09-16 13:00:00,Flying Coaster,756.0,0,15,270.0,,450.0,30.0
2019-04-19 13:00:00,Water Ride,247.0,0,35,270.0,,540.0,45.0
2022-05-14 14:00:00,Water Ride,247.0,0,35,210.0,,540.0,30.0
2019-09-07 11:00:00,Water Ride,247.0,0,25,390.0,,660.0,35.0
2019-08-10 15:00:00,Water Ride,53.8667,11,40,150.0,,480.0,20.0
2022-05-15 15:00:00,Flying Coaster,756.0,0,40,150.0,,480.0,30.0
2019-07-04 09:45:00,Water Ride,247.0,0,5,465.0,,795.0,10.0
2019-07-31 12:00:00,Flying Coaster,756.0,0,20,330.0,,660.0,35.0
2022-06-03 09:30:00,Pirate Ship,127.5,0,25,480.0,,810.0,35.0
2019-02-02 12:30:00,Water Ride,224.5,0,30,240.0,,450.0,35.0
2022-05-12 17:00:00,Flying Coaster,756.0,0,15,30.0,,360.0,15.0
2019-07-11 19:30:00,Water Ride,247.0,0,15,-120.0,,210.0,15.0
2019-06-02 19:45:00,Flying Coaster,378.0,0,30,-135.0,,195.0,10.0
2022-05-20 11:15:00,Pirate Ship,301.75,0,30,375.0,,705.0,30.0
2019-04-18 20:00:00,Flying Coaster,378.0,0,75,-150.0,,120.0,0.0
2022-05-22 14:15:00,Flying Coaster,756.0,0,40,195.0,,525.0,30.0
2019-06-13 19:30:00,Water Ride,247.0,0,20,-120.0,,210.0,15.0
2022-08-06 14:45:00,Flying Coaster,756.0,0,30,165.0,,495.0,25.0
2020-03-13 11:15:00,Water Ride,247.0,0,15,345.0,,495.0,10.0
2019-05-08 19:45:00,Flying Coaster,378.0,0,5,-135.0,,165.0,5.0
2019-03-01 14:00:00,Water Ride,148.2,6,30,180.0,,330.0,30.0
2022-07-01 14:45:00,Pirate Ship,297.5,0,30,165.0,,495.0,35.0
2022-04-28 20:00:00,Flying Coaster,756.0,0,5,-150.0,,180.0,5.0
2019-09-25 12:45:00,Flying Coaster,756.0,0,5,345.0,,465.0,5.0
2022-07-06 17:15:00,Water Ride,247.0,0,20,15.0,,345.0,30.0
2019-05-13 15:00:00,Water Ride,247.0,0,15,150.0,,450.0,15.0
2019-05-12 12:00:00,Water Ride,247.0,0,20,330.0,,630.0,20.0
2022-07-02 12:15:00,Pirate Ship,306.0,0,25,315.0,,645.0,35.0
2022-07-23 10:45:00,Flying Coaster,756.0,0,5,405.0,,735.0,25.0
2019-05-24 20:00:00,Water Ride,247.0,0,20,-150.0,,180.0,5.0
2022-06-06 19:15:00,Pirate Ship,306.0,0,20,-105.0,,225.0,30.0
2019-05-01 13:00:00,Water Ride,247.0,0,40,270.0,,540.0,25.0
2019-01-08 13:15:00,Water Ride,247.0,0,10,195.0,,285.0,15.0
2019-06-06 14:45:00,Water Ride,247.0,0,30,165.0,,495.0,30.0
2020-01-14 13:30:00,Flying Coaster,756.0,0,5,180.0,,300.0,5.0
2022-07-02 09:30:00,Pirate Ship,102.0,0,15,480.0,,810.0,40.0
2022-06-12 16:45:00,Flying Coaster,756.0,0,35,45.0,,375.0,15.0
2022-06-06 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,5.0
2019-09-21 13:30:00,Flying Coaster,756.0,0,60,240.0,,510.0,60.0
2019-03-01 11:45:00,Flying Coaster,756.0,0,20,315.0,,465.0,30.0
2019-05-11 11:30:00,Water Ride,247.0,0,30,360.0,,660.0,20.0
2022-06-02 15:15:00,Pirate Ship,301.75,0,45,135.0,,465.0,25.0
2022-05-02 15:30:00,Water Ride,247.0,0,40,120.0,,450.0,20.0
2019-07-03 18:30:00,Flying Coaster,756.0,0,10,-60.0,,270.0,5.0
2019-08-23 16:00:00,Water Ride,247.0,0,35,90.0,,420.0,40.0
2022-04-08 20:00:00,Flying Coaster,756.0,0,5,-150.0,,180.0,5.0
2022-07-04 19:00:00,Water Ride,247.0,0,40,-90.0,,240.0,30.0
2022-06-21 13:45:00,Water Ride,247.0,0,30,225.0,,555.0,35.0
2019-08-30 15:45:00,Flying Coaster,756.0,0,40,105.0,,435.0,10.0
2019-04-03 12:30:00,Water Ride,197.6,3,10,300.0,,570.0,15.0
2019-01-24 11:00:00,Water Ride,247.0,0,10,330.0,,450.0,10.0
2022-04-03 20:30:00,Pirate Ship,153.0,0,15,-180.0,,150.0,15.0
2019-09-07 09:30:00,Flying Coaster,756.0,0,5,480.0,,750.0,35.0
2022-07-24 12:00:00,Water Ride,247.0,0,20,330.0,,660.0,20.0
2019-09-15 17:30:00,Flying Coaster,756.0,0,20,0.0,,210.0,10.0
2020-03-11 17:00:00,Pirate Ship,210.233,0,15,0.0,,150.0,25.0
2022-07-24 17:00:00,Flying Coaster,756.0,0,5,30.0,,360.0,5.0
2019-04-22 11:45:00,Water Ride,247.0,0,30,345.0,,615.0,35.0
2022-06-21 12:30:00,Pirate Ship,306.0,0,20,300.0,,630.0,35.0
2022-05-15 20:15:00,Pirate Ship,229.5,0,30,-165.0,,165.0,15.0
2022-05-14 13:00:00,Water Ride,247.0,0,45,270.0,,600.0,35.0
2022-08-15 14:30:00,Water Ride,247.0,0,30,180.0,,510.0,20.0
2022-05-24 10:00:00,Pirate Ship,153.0,0,40,450.0,,780.0,60.0
2019-05-27 12:15:00,Flying Coaster,756.0,0,30,315.0,,645.0,30.0
2019-08-11 17:00:00,Water Ride,164.633,4,35,30.0,,360.0,40.0
2022-07-23 09:45:00,Flying Coaster,705.6,0,5,465.0,,795.0,30.0
2019-09-20 12:00:00,Flying Coaster,756.0,0,15,330.0,,570.0,35.0
2019-03-26 10:15:00,Flying Coaster,756.0,0,5,435.0,,585.0,25.0
2022-08-13 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,5.0
2019-05-21 13:15:00,Flying Coaster,756.0,0,15,255.0,,585.0,30.0
2020-02-02 13:15:00,Flying Coaster,756.0,0,30,195.0,,405.0,25.0
2019-01-17 13:30:00,Flying Coaster,724.5,0,5,180.0,,300.0,5.0
2022-07-29 09:15:00,Flying Coaster,638.4,0,5,495.0,,825.0,10.0
2019-06-30 10:00:00,Flying Coaster,378.0,0,15,450.0,,780.0,80.0
2019-09-24 10:00:00,Flying Coaster,378.0,0,5,510.0,,630.0,10.0
2019-06-20 19:45:00,Water Ride,247.0,0,20,-135.0,,195.0,20.0
2022-07-11 09:45:00,Water Ride,247.0,0,10,465.0,,795.0,35.0
2019-03-17 13:45:00,Water Ride,247.0,0,35,195.0,,375.0,25.0
2022-08-16 09:30:00,Pirate Ship,117.3,0,30,480.0,,810.0,55.0
2020-01-22 14:30:00,Water Ride,247.0,0,15,120.0,,240.0,15.0
2022-04-06 17:45:00,Pirate Ship,153.0,0,30,-15.0,,315.0,30.0
2020-01-17 09:15:00,Pirate Ship,15.3,0,0,435.0,,555.0,25.0
2022-07-17 16:45:00,Water Ride,247.0,0,15,45.0,,375.0,20.0
2022-05-20 17:00:00,Pirate Ship,306.0,0,35,30.0,,360.0,35.0
2019-09-04 17:00:00,Flying Coaster,756.0,0,20,30.0,,240.0,45.0
2022-07-12 12:30:00,Flying Coaster,756.0,0,50,300.0,,630.0,40.0
2022-07-30 09:45:00,Flying Coaster,756.0,0,5,465.0,,795.0,15.0
2019-03-21 17:45:00,Flying Coaster,378.0,0,15,-15.0,,135.0,20.0
2022-06-01 17:15:00,Pirate Ship,306.0,0,20,15.0,,345.0,30.0
2019-06-25 12:45:00,Water Ride,247.0,0,40,285.0,,615.0,35.0
2019-04-15 11:45:00,Flying Coaster,756.0,0,40,345.0,,615.0,60.0
2020-01-09 10:45:00,Pirate Ship,153.0,0,15,345.0,,435.0,25.0
2019-06-25 12:30:00,Flying Coaster,724.5,0,45,300.0,,630.0,40.0
2019-07-04 10:15:00,Flying Coaster,756.0,0,20,435.0,,765.0,25.0
2022-07-25 11:30:00,Water Ride,247.0,0,20,360.0,,690.0,35.0
2019-04-19 18:15:00,Water Ride,224.5,0,60,-45.0,,225.0,30.0
2019-06-15 17:30:00,Water Ride,224.5,0,15,0.0,,330.0,35.0
2019-09-06 16:00:00,Flying Coaster,756.0,0,15,90.0,,300.0,5.0
2019-07-22 18:30:00,Water Ride,224.5,0,30,-60.0,,270.0,20.0
2019-04-17 12:00:00,Water Ride,247.0,0,40,330.0,,600.0,40.0
2020-01-11 11:45:00,Pirate Ship,153.0,0,50,285.0,,495.0,70.0
2019-06-14 11:15:00,Water Ride,214.067,2,15,375.0,,705.0,30.0
2022-04-11 16:00:00,Pirate Ship,229.5,0,40,90.0,,420.0,65.0
2019-08-26 12:30:00,Flying Coaster,756.0,0,35,300.0,,630.0,40.0
2019-04-09 14:30:00,Flying Coaster,756.0,0,40,180.0,,450.0,40.0
2022-04-25 11:00:00,Pirate Ship,255.85,0,40,390.0,,720.0,40.0
2019-03-30 17:15:00,Water Ride,247.0,0,25,15.0,,165.0,0.0
2019-04-14 16:15:00,Flying Coaster,756.0,0,35,75.0,,345.0,10.0
2022-07-12 12:00:00,Flying Coaster,705.6,0,50,330.0,,660.0,40.0
2019-06-23 20:00:00,Flying Coaster,756.0,0,5,-150.0,,180.0,5.0
2019-04-28 12:30:00,Water Ride,247.0,0,25,300.0,,570.0,25.0
2019-07-23 13:45:00,Flying Coaster,756.0,0,30,225.0,,555.0,35.0
2019-07-11 13:00:00,Water Ride,247.0,0,30,270.0,,600.0,30.0
2022-06-21 13:30:00,Pirate Ship,306.0,0,55,240.0,,570.0,35.0
2022-08-15 12:45:00,Water Ride,247.0,0,30,285.0,,615.0,30.0
2019-05-11 18:00:00,Water Ride,224.5,0,20,-30.0,,270.0,15.0
2019-02-24 13:00:00,Flying Coaster,756.0,0,25,240.0,,360.0,35.0
2019-08-11 12:30:00,Water Ride,224.5,0,30,300.0,,630.0,35.0
2019-07-19 16:45:00,Water Ride,247.0,0,30,45.0,,375.0,25.0
2019-02-25 16:15:00,Water Ride,224.5,0,20,45.0,,195.0,0.0
2019-08-22 14:45:00,Water Ride,247.0,0,40,165.0,,495.0,35.0
2019-05-09 15:00:00,Flying Coaster,756.0,0,25,150.0,,450.0,45.0
2020-02-20 17:45:00,Flying Coaster,756.0,0,15,-45.0,,135.0,5.0
2020-03-03 11:00:00,Flying Coaster,756.0,0,5,360.0,,510.0,5.0
2022-05-20 15:00:00,Water Ride,247.0,0,35,150.0,,480.0,40.0
2019-06-09 09:00:00,Water Ride,247.0,0,5,510.0,,840.0,25.0
2019-08-06 14:45:00,Flying Coaster,756.0,0,45,165.0,,495.0,15.0
2019-07-13 11:45:00,Flying Coaster,756.0,0,10,345.0,,675.0,35.0
2019-05-30 09:45:00,Flying Coaster,756.0,0,5,465.0,,795.0,35.0
2020-02-15 10:45:00,Water Ride,247.0,0,25,375.0,,615.0,25.0
2019-03-25 17:00:00,Water Ride,247.0,0,30,30.0,,180.0,30.0
2019-01-13 16:00:00,Water Ride,247.0,0,35,30.0,,180.0,25.0
2022-07-17 09:15:00,Water Ride,164.667,5,5,495.0,,825.0,15.0
2022-08-11 18:00:00,Flying Coaster,756.0,0,15,-30.0,,300.0,5.0
2019-04-27 14:30:00,Flying Coaster,756.0,0,30,180.0,,450.0,40.0
2019-07-09 20:30:00,Flying Coaster,756.0,0,5,-180.0,,150.0,5.0
2022-07-09 13:00:00,Pirate Ship,306.0,0,20,270.0,,600.0,25.0
2019-02-22 12:15:00,Water Ride,224.5,0,30,285.0,,405.0,20.0
2022-05-15 16:30:00,Flying Coaster,756.0,0,30,60.0,,390.0,5.0
2022-07-12 10:45:00,Water Ride,247.0,0,30,405.0,,735.0,40.0
2022-08-16 15:30:00,Pirate Ship,306.0,0,40,120.0,,450.0,25.0
2019-01-20 14:45:00,Water Ride,247.0,0,30,105.0,,255.0,30.0
2022-06-27 12:15:00,Flying Coaster,756.0,0,30,315.0,,645.0,35.0
2020-03-05 15:45:00,Flying Coaster,756.0,0,5,75.0,,225.0,5.0
2022-07-22 19:00:00,Flying Coaster,756.0,0,10,-90.0,,240.0,5.0
2022-07-05 16:00:00,Water Ride,247.0,0,30,90.0,,420.0,20.0
2020-01-15 09:45:00,Water Ride,247.0,0,5,405.0,,525.0,20.0
2022-07-18 20:45:00,Pirate Ship,267.75,0,40,-195.0,,135.0,15.0
2022-07-12 13:45:00,Pirate Ship,276.25,0,40,225.0,,555.0,25.0
2019-01-26 12:45:00,Water Ride,247.0,0,45,225.0,,435.0,35.0
2019-04-12 14:15:00,Flying Coaster,756.0,0,35,195.0,,465.0,30.0
2019-05-05 14:45:00,Flying Coaster,756.0,0,25,165.0,,465.0,20.0
2019-07-23 09:15:00,Water Ride,224.5,0,5,495.0,,825.0,20.0
2019-07-11 12:30:00,Flying Coaster,724.5,0,15,300.0,,630.0,35.0
2022-04-08 14:15:00,Water Ride,247.0,0,35,195.0,,525.0,35.0
2022-05-15 13:00:00,Water Ride,247.0,0,45,270.0,,600.0,40.0
2022-05-16 10:30:00,Water Ride,247.0,0,20,420.0,,750.0,30.0
2019-02-14 13:30:00,Flying Coaster,756.0,0,30,210.0,,330.0,40.0
2019-04-04 11:30:00,Flying Coaster,756.0,0,10,360.0,,630.0,20.0
2020-01-31 11:00:00,Flying Coaster,378.0,0,35,330.0,,450.0,30.0
2022-06-03 10:45:00,Water Ride,247.0,0,25,405.0,,735.0,40.0
2020-01-23 16:15:00,Flying Coaster,756.0,0,5,15.0,,135.0,5.0
2020-03-11 17:00:00,Flying Coaster,756.0,0,5,0.0,,150.0,5.0
2019-07-26 20:00:00,Flying Coaster,756.0,0,5,-150.0,,180.0,5.0
2022-06-18 16:30:00,Flying Coaster,302.4,9,5,60.0,,390.0,30.0
2019-04-17 11:00:00,Water Ride,247.0,0,30,390.0,,660.0,40.0
2022-05-19 20:00:00,Pirate Ship,153.0,0,50,-150.0,,180.0,25.0
2022-05-25 18:00:00,Water Ride,179.75,0,40,-30.0,,300.0,35.0
2019-08-14 17:00:00,Flying Coaster,756.0,0,30,30.0,,360.0,25.0
2022-07-24 15:00:00,Pirate Ship,301.75,0,20,150.0,,480.0,30.0
2022-05-03 11:15:00,Flying Coaster,756.0,0,15,375.0,,705.0,30.0
2022-05-15 18:45:00,Pirate Ship,306.0,0,35,-75.0,,255.0,15.0
2022-05-08 12:15:00,Pirate Ship,306.0,0,45,315.0,,645.0,45.0
2019-09-07 11:30:00,Flying Coaster,756.0,0,35,360.0,,630.0,40.0
