DATETIME,ENTITY_DESCRIPTION_SHORT,CURRENT_WAIT_TIME,WAIT_TIME_IN_2H,day,week,year,is_holiday,is_pirate_ship,is_flying_coaster,capacity_normalized,has_downtime,time_to_next_event,weather_comfort
2021-09-13 16:00:00,Flying Coaster,15,10.0,0.16666666666666666,0,2,0.0,0,1,-0.560177540360981,0,240.0,0.22648319999999997
2022-07-02 12:30:00,Pirate Ship,25,35.0,-0.5,5,3,0.0,1,0,1.1384503948643527,0,240.0,0.2576616
2019-07-25 18:15:00,Flying Coaster,5,15.0,0.5,3,0,0.0,0,1,0.3763411845404809,0,-45.0,0.01817640000000001
2019-02-16 13:30:00,Flying Coaster,60,70.0,-0.3333333333333333,5,0,0.0,0,1,0.3763411845404809,0,210.0,0.21431999999999998
2018-11-13 12:30:00,Water Ride,30,30.0,-0.5,1,-1,0.0,0,0,-0.21220014360623327,0,-40.0,0.08895360000000001
2021-11-30 13:15:00,Flying Coaster,15,15.0,-0.3333333333333333,1,2,0.0,0,1,0.3763411845404809,0,240.0,0.007851600000000005
2022-06-14 11:00:00,Water Ride,30,35.0,-0.6666666666666666,1,3,0.0,0,0,0.3620571136832268,0,240.0,0.23783280000000004
2021-07-03 11:00:00,Flying Coaster,15,45.0,-0.6666666666666666,5,2,0.0,0,1,0.3763411845404809,0,240.0,0.1088016
2022-07-04 17:00:00,Flying Coaster,25,15.0,0.3333333333333333,0,3,0.0,0,1,0.3763411845404809,0,30.0,0.1987632
2022-07-04 17:15:00,Flying Coaster,15,15.0,0.3333333333333333,0,3,0.0,0,1,0.3763411845404809,0,15.0,0.19584000000000001
2018-11-25 09:00:00,Flying Coaster,0,35.0,-1.0,6,-1,0.0,0,1,-4.868163674907706,1,170.0,0.008035200000000008
2019-07-30 09:45:00,Water Ride,10,30.0,-1.0,1,0,0.0,0,0,0.3620571136832268,0,240.0,0.16509360000000003
2021-08-04 09:45:00,Pirate Ship,20,30.0,-1.0,2,2,0.0,1,0,-0.5453253439034321,0,240.0,0.056821500000000004
2022-07-04 19:45:00,Flying Coaster,5,5.0,0.6666666666666666,0,3,0.0,0,1,0.3763411845404809,0,-135.0,0.2008227
2018-10-05 13:00:00,Pirate Ship,25,30.0,-0.3333333333333333,4,-1,0.0,1,0,0.37803554509825626,0,-50.0,0.275448
2019-02-15 14:30:00,Water Ride,25,20.0,-0.16666666666666666,4,0,0.0,0,0,-0.21220014360623327,0,150.0,0.2223936
2018-12-29 17:15:00,Water Ride,45,30.0,0.3333333333333333,5,-1,0.0,0,0,0.3620571136832268,0,-325.0,0.0
2022-02-26 10:30:00,Pirate Ship,40,35.0,-0.8333333333333334,5,3,0.0,1,0,0.8777367320874055,0,240.0,0.03946139999999999
2021-09-23 16:00:00,Pirate Ship,20,15.0,0.16666666666666666,3,2,0.0,1,0,-0.013034949067164606,0,240.0,0.262824
2021-10-07 17:15:00,Pirate Ship,20,0.0,0.3333333333333333,3,2,0.0,1,0,-0.002171879784791874,0,240.0,0.174876
2020-08-26 10:30:00,Flying Coaster,15,15.0,-0.8333333333333334,2,1,0.0,0,1,0.3763411845404809,0,240.0,0.17074799999999998
2019-08-27 13:15:00,Water Ride,20,35.0,-0.3333333333333333,1,0,0.0,0,0,0.3620571136832268,0,240.0,0.1638009
2019-01-10 10:45:00,Flying Coaster,5,5.0,-0.8333333333333334,3,0,0.0,0,1,0.3763411845404809,0,240.0,0.010369800000000002
2019-10-28 10:30:00,Water Ride,30,35.0,-0.8333333333333334,0,0,0.0,0,0,0.3620571136832268,0,120.0,0.061659000000000005
2021-10-08 11:30:00,Water Ride,20,15.0,-0.6666666666666666,4,2,0.0,0,0,-5.367754186827163,0,240.0,0.06855960000000001
2021-08-17 12:15:00,Flying Coaster,20,20.0,-0.5,1,2,0.0,0,1,-0.9816109665666392,1,240.0,0.1679208
2020-07-29 09:45:00,Pirate Ship,10,25.0,-1.0,2,1,0.0,1,0,-2.323248109121165,0,240.0,0.1566696
2022-06-16 10:30:00,Pirate Ship,25,45.0,-0.8333333333333334,3,3,0.0,1,0,-0.8712174223746163,0,240.0,0.2123964
2021-12-06 15:00:00,Pirate Ship,30,20.0,0.0,0,2,0.0,1,0,-0.002171879784791874,0,240.0,0.019286400000000002
2020-01-01 13:15:00,Water Ride,30,40.0,-0.3333333333333333,2,1,1.0,0,0,0.3620571136832268,0,-75.0,0.003583200000000003
2020-09-07 15:30:00,Water Ride,5,5.0,0.0,0,1,0.0,0,0,-0.7864574008956934,0,240.0,0.22026840000000003
2019-04-10 15:00:00,Flying Coaster,30,15.0,0.0,2,0,0.0,0,1,0.3763411845404809,0,150.0,0.085008
2019-10-29 18:45:00,Flying Coaster,25,5.0,0.5,1,0,0.0,0,1,0.3763411845404809,0,-375.0,0.07345890000000001
2021-12-08 17:45:00,Pirate Ship,60,35.0,0.3333333333333333,2,2,0.0,1,0,-0.002171879784791874,0,240.0,0.02808
2020-01-13 13:00:00,Flying Coaster,10,20.0,-0.3333333333333333,0,1,0.0,0,1,0.3763411845404809,0,210.0,0.015431999999999994
2019-07-27 16:30:00,Water Ride,20,20.0,0.16666666666666666,5,0,0.0,0,0,0.3620571136832268,0,60.0,0.13445759999999998
2019-02-03 16:45:00,Flying Coaster,25,5.0,0.16666666666666666,6,0,0.0,0,1,0.3763411845404809,0,-15.0,0.06744404999999999
2020-01-01 15:15:00,Flying Coaster,40,25.0,0.0,2,1,1.0,0,1,0.3763411845404809,0,-195.0,0.004407750000000004
2022-02-02 14:45:00,Pirate Ship,25,15.0,-0.16666666666666666,2,3,0.0,1,0,-0.8169020759627522,0,240.0,0.035293049999999986
2019-07-27 12:00:00,Water Ride,20,20.0,-0.5,5,0,0.0,0,0,0.3620571136832268,0,240.0,0.06814079999999999
2021-12-10 14:00:00,Water Ride,45,20.0,-0.16666666666666666,4,2,0.0,0,0,0.3620571136832268,0,240.0,0.05567760000000001
2018-10-18 15:45:00,Flying Coaster,30,5.0,0.0,3,-1,0.0,0,1,0.3763411845404809,0,-215.0,0.22094475
2022-04-18 20:30:00,Flying Coaster,5,5.0,0.8333333333333334,0,3,0.8,0,1,0.3763411845404809,0,-180.0,0.21105239999999997
2020-01-10 10:15:00,Water Ride,0,25.0,-0.8333333333333334,4,1,0.0,0,0,-0.8987565978767434,1,240.0,0.018248399999999994
2022-07-24 14:30:00,Pirate Ship,30,30.0,-0.16666666666666666,6,3,0.0,1,0,1.0841350484524885,0,180.0,0.16146
2019-10-09 10:45:00,Flying Coaster,5,10.0,-0.8333333333333334,2,0,0.0,0,1,0.3763411845404809,0,105.0,0.03787560000000001
2020-07-16 10:15:00,Pirate Ship,15,20.0,-0.8333333333333334,3,1,0.0,1,0,-1.0377802246771628,0,240.0,0.07382100000000001
2019-12-30 09:15:00,Water Ride,5,20.0,-1.0,0,0,0.0,0,0,-0.7864574008956934,0,165.0,0.0038699999999999984
2020-07-27 09:45:00,Water Ride,5,40.0,-1.0,0,1,0.0,0,0,0.3620571136832268,0,240.0,0.19845540000000003
2022-06-10 16:30:00,Flying Coaster,30,25.0,0.16666666666666666,4,3,0.0,0,1,0.3763411845404809,0,60.0,0.18739739999999996
2021-06-22 17:30:00,Pirate Ship,15,15.0,0.3333333333333333,1,2,0.0,1,0,-0.328063958255976,0,240.0,0.02862
2022-06-02 13:30:00,Pirate Ship,40,45.0,-0.3333333333333333,3,3,0.0,1,0,1.1384503948643527,0,240.0,0.2229744
2019-10-25 11:15:00,Flying Coaster,25,40.0,-0.6666666666666666,4,0,0.0,0,1,0.3763411845404809,0,75.0,0.029799000000000003
2021-12-20 09:45:00,Water Ride,0,35.0,-1.0,0,2,0.0,0,0,0.3620571136832268,0,240.0,0.0194463
2018-12-03 12:15:00,Flying Coaster,15,20.0,-0.5,0,-1,0.0,0,1,0.3763411845404809,0,-25.0,0.05011874999999999
2022-05-21 14:30:00,Pirate Ship,45,40.0,-0.16666666666666666,5,3,0.0,1,0,1.0841350484524885,0,180.0,0.21191939999999998
2021-06-15 11:00:00,Pirate Ship,30,10.0,-0.6666666666666666,1,2,0.0,1,0,-0.9110529364371527,0,240.0,0.17194799999999996
2019-01-03 10:00:00,Water Ride,20,50.0,-0.8333333333333334,3,0,0.0,0,0,0.3620571136832268,0,110.0,0.036719999999999996
2022-08-03 20:30:00,Pirate Ship,25,30.0,0.8333333333333334,2,3,0.0,1,0,0.7039276235694404,0,-180.0,0.1180734
2020-08-02 16:00:00,Water Ride,20,20.0,0.16666666666666666,6,1,0.0,0,0,-0.21220014360623327,0,240.0,0.22539599999999999
2022-05-15 11:15:00,Water Ride,35,45.0,-0.6666666666666666,6,3,0.0,0,0,0.3620571136832268,0,240.0,0.25471229999999995
2018-11-02 16:45:00,Flying Coaster,70,60.0,0.16666666666666666,4,-1,0.0,0,1,0.3763411845404809,0,-275.0,0.1626564
2019-09-20 11:45:00,Flying Coaster,5,25.0,-0.6666666666666666,4,0,0.0,0,1,0.3763411845404809,0,240.0,0.1971717
2022-05-12 16:00:00,Water Ride,30,45.0,0.16666666666666666,3,3,0.0,0,0,-1.3543340219930482,0,90.0,0.23894400000000002
2022-05-21 14:00:00,Flying Coaster,45,40.0,-0.16666666666666666,5,3,0.0,0,1,0.3763411845404809,0,210.0,0.19924799999999998
2020-09-08 16:45:00,Pirate Ship,15,10.0,0.16666666666666666,1,1,0.0,1,0,-1.1427941544339364,0,240.0,0.23335634999999996
2018-11-30 14:30:00,Flying Coaster,15,10.0,-0.16666666666666666,4,-1,0.0,0,1,0.3763411845404809,0,-160.0,0.11177999999999999
2018-10-04 10:00:00,Pirate Ship,25,45.0,-0.8333333333333334,3,-1,0.0,1,0,-1.8054413806586773,0,130.0,0.0957096
2020-03-13 10:00:00,Flying Coaster,10,5.0,-0.8333333333333334,4,1,0.0,0,1,-2.4332149901639046,0,240.0,0.050918399999999996
2020-02-19 15:30:00,Pirate Ship,50,70.0,0.0,2,1,0.0,1,0,0.7582429699813045,0,90.0,0.0715176
2022-05-22 13:45:00,Water Ride,35,50.0,-0.3333333333333333,6,3,0.0,0,0,0.3620571136832268,0,225.0,0.17800409999999997
2021-09-24 16:30:00,Water Ride,15,15.0,0.16666666666666666,4,2,0.0,0,0,0.3620571136832268,0,240.0,0.17275679999999996
2022-01-10 10:15:00,Flying Coaster,15,60.0,-0.8333333333333334,0,3,0.0,0,1,-0.560177540360981,0,240.0,0.001767600000000002
2021-11-12 18:15:00,Pirate Ship,45,25.0,0.5,4,2,0.0,1,0,-0.6865452445742787,0,240.0,0.033018299999999993
2022-02-17 12:15:00,Pirate Ship,40,40.0,-0.5,3,3,0.0,1,0,0.10645881303893617,0,240.0,0.10472279999999999
2022-04-01 15:30:00,Water Ride,30,35.0,0.0,4,3,0.0,0,0,-1.3543340219930482,0,120.0,0.019252799999999997
2021-06-21 17:30:00,Pirate Ship,15,10.0,0.3333333333333333,0,2,0.0,1,0,0.8125583163931684,0,240.0,0.2172564
2021-09-07 12:30:00,Pirate Ship,20,10.0,-0.5,1,2,0.0,1,0,0.8777367320874055,0,240.0,0.17067960000000001
2019-09-15 17:45:00,Flying Coaster,20,10.0,0.3333333333333333,6,0,0.0,0,1,0.3763411845404809,0,-15.0,0.1353618
2018-10-17 14:00:00,Water Ride,10,20.0,-0.16666666666666666,2,-1,0.0,0,0,-0.21220014360623327,0,-110.0,0.22075679999999998
2020-09-20 15:45:00,Pirate Ship,45,30.0,0.0,6,1,0.0,1,0,-0.273748611844112,0,240.0,0.2023026
2020-07-27 10:15:00,Pirate Ship,45,10.0,-0.8333333333333334,0,1,0.0,1,0,-0.9508756704181807,0,240.0,0.2131596
2021-09-25 13:30:00,Water Ride,40,40.0,-0.3333333333333333,5,2,0.0,0,0,0.3620571136832268,0,240.0,0.18706799999999998
2019-07-13 17:15:00,Flying Coaster,35,30.0,0.3333333333333333,5,0,0.0,0,1,0.3763411845404809,0,15.0,0.2373168
2018-10-11 17:45:00,Pirate Ship,25,20.0,0.3333333333333333,3,-1,0.0,1,0,-0.8169020759627522,0,-335.0,0.24576749999999997
2022-07-31 17:30:00,Pirate Ship,20,30.0,0.3333333333333333,6,3,0.0,1,0,1.0841350484524885,0,0.0,0.18714239999999996
2019-07-04 11:45:00,Flying Coaster,25,30.0,-0.6666666666666666,3,0,0.0,0,1,0.3763411845404809,0,240.0,0.26741115
2022-05-12 13:45:00,Flying Coaster,30,25.0,-0.3333333333333333,3,3,0.0,0,1,0.3763411845404809,0,225.0,0.23621040000000001
2018-12-15 19:30:00,Flying Coaster,5,5.0,0.6666666666666666,5,-1,0.0,0,1,0.3763411845404809,0,-460.0,0.010196999999999998
2019-04-20 15:15:00,Flying Coaster,50,50.0,0.0,5,0,0.0,0,1,0.3763411845404809,0,135.0,0.10236975000000001
2022-07-02 09:30:00,Flying Coaster,0,25.0,-1.0,5,3,0.0,0,1,-0.560177540360981,0,240.0,0.1512408
2022-01-20 12:45:00,Water Ride,20,15.0,-0.5,3,3,0.0,0,0,0.3620571136832268,0,240.0,0.009909599999999996
2020-01-31 12:00:00,Flying Coaster,15,20.0,-0.5,4,1,0.0,0,1,0.3763411845404809,0,240.0,0.0281904
2019-05-09 14:30:00,Flying Coaster,10,45.0,-0.16666666666666666,3,0,0.0,0,1,0.3763411845404809,0,180.0,0.05906159999999999
2022-03-02 17:30:00,Pirate Ship,25,25.0,0.3333333333333333,2,3,0.0,1,0,1.1384503948643527,0,240.0,0.11129760000000001
2019-09-11 18:30:00,Flying Coaster,15,5.0,0.5,2,0,0.0,0,1,0.3763411845404809,0,-60.0,0.19269000000000003
2020-10-09 14:45:00,Water Ride,5,5.0,-0.16666666666666666,4,1,0.0,0,0,0.3620571136832268,0,240.0,0.034519799999999996
2022-02-17 12:45:00,Water Ride,30,40.0,-0.5,3,3,0.0,0,0,0.3620571136832268,0,240.0,0.11509680000000001
2022-04-07 20:00:00,Water Ride,20,10.0,0.8333333333333334,3,3,0.0,0,0,0.3620571136832268,0,-150.0,0.1592136
2020-08-31 10:30:00,Flying Coaster,5,5.0,-0.8333333333333334,0,1,0.0,0,1,0.3763411845404809,0,240.0,0.1347684
2019-08-08 17:45:00,Water Ride,25,30.0,0.3333333333333333,3,0,0.0,0,0,0.3620571136832268,0,-15.0,0.19105919999999998
2021-07-21 18:15:00,Pirate Ship,25,35.0,0.5,2,2,0.0,1,0,0.8125583163931684,0,240.0,0.187701
2021-07-29 16:00:00,Flying Coaster,30,15.0,0.16666666666666666,3,2,0.0,0,1,0.3763411845404809,0,240.0,0.2086656
2022-03-08 15:30:00,Pirate Ship,20,25.0,0.0,1,3,0.0,1,0,0.1607741594508002,0,240.0,0.19393919999999998
2021-07-31 17:30:00,Pirate Ship,30,25.0,0.3333333333333333,5,2,0.0,1,0,0.8125583163931684,0,240.0,0.19259459999999998
2018-11-30 14:45:00,Water Ride,25,15.0,-0.16666666666666666,4,-1,0.0,0,0,-0.21220014360623327,0,-175.0,0.11285999999999999
2019-03-30 10:30:00,Flying Coaster,10,80.0,-0.8333333333333334,5,0,0.0,0,1,0.3763411845404809,0,240.0,0.19960920000000001
2021-06-30 16:30:00,Water Ride,20,20.0,0.16666666666666666,2,2,0.0,0,0,0.3620571136832268,0,240.0,0.10310399999999999
2021-07-07 14:30:00,Pirate Ship,20,10.0,-0.16666666666666666,2,2,0.0,1,0,0.8125583163931684,0,240.0,0.1445892
2021-08-22 12:30:00,Water Ride,15,35.0,-0.5,6,2,0.0,0,0,0.3620571136832268,0,240.0,0.1876608
2021-11-30 12:15:00,Pirate Ship,40,20.0,-0.5,1,2,0.0,1,0,-0.8169020759627522,0,240.0,0.007371000000000005
2019-07-28 20:30:00,Flying Coaster,5,5.0,0.8333333333333334,6,0,0.0,0,1,0.3763411845404809,0,-180.0,0.23630940000000003
2020-08-13 10:45:00,Flying Coaster,10,25.0,-0.8333333333333334,3,1,0.0,0,1,0.3763411845404809,0,240.0,0.121473
2019-05-29 12:45:00,Flying Coaster,35,30.0,-0.5,2,0,0.0,0,1,0.3763411845404809,0,240.0,0.18603089999999997
2018-10-30 16:00:00,Water Ride,30,20.0,0.16666666666666666,1,-1,0.0,0,0,-0.21220014360623327,0,-230.0,0.10279920000000001
2021-07-07 14:45:00,Flying Coaster,20,35.0,-0.16666666666666666,2,2,0.0,0,1,-2.995126225104782,1,240.0,0.14940930000000002
2022-05-20 15:30:00,Pirate Ship,35,15.0,0.0,4,3,0.0,1,0,1.1384503948643527,0,120.0,0.1165752
2019-06-07 19:00:00,Water Ride,25,10.0,0.6666666666666666,4,0,0.0,0,0,0.3620571136832268,0,-90.0,0.1249248
2022-05-11 20:00:00,Water Ride,30,20.0,0.8333333333333334,2,3,0.0,0,0,0.3620571136832268,0,-150.0,0.24580800000000003
2019-10-14 13:15:00,Water Ride,30,25.0,-0.3333333333333333,0,0,0.0,0,0,0.3620571136832268,0,-45.0,0.19566690000000003
2022-05-02 16:30:00,Pirate Ship,35,30.0,0.16666666666666666,0,3,0.0,1,0,1.0841350484524885,0,60.0,0.2747723999999999
2021-08-07 17:15:00,Flying Coaster,5,5.0,0.3333333333333333,5,2,0.0,0,1,0.3763411845404809,0,240.0,0.2183592
2019-10-23 17:45:00,Flying Coaster,20,20.0,0.3333333333333333,2,0,0.0,0,1,0.3763411845404809,0,-315.0,0.0568302
2022-08-11 11:45:00,Flying Coaster,50,40.0,-0.6666666666666666,3,3,0.0,0,1,0.3763411845404809,0,240.0,0.1261359
2021-08-05 12:00:00,Pirate Ship,30,30.0,-0.5,3,2,0.0,1,0,0.8125583163931684,0,240.0,0.11390879999999999
2022-02-13 10:15:00,Water Ride,20,30.0,-0.8333333333333334,6,3,0.0,0,0,0.3620571136832268,0,240.0,0.02214899999999999
2021-09-06 15:15:00,Pirate Ship,10,5.0,0.0,0,2,0.0,1,0,1.1384503948643527,0,240.0,0.15915104999999996
2022-04-20 16:30:00,Water Ride,35,35.0,0.16666666666666666,2,3,0.0,0,0,0.3620571136832268,0,60.0,0.23659980000000003
2022-05-29 17:15:00,Flying Coaster,15,5.0,0.3333333333333333,6,3,0.0,0,1,0.3763411845404809,0,15.0,0.24759945
2021-07-07 16:45:00,Water Ride,15,20.0,0.16666666666666666,2,2,0.0,0,0,-4.681197732556654,1,240.0,0.2122533
2022-05-17 10:15:00,Pirate Ship,25,60.0,-0.8333333333333334,1,3,0.0,1,0,-0.9255327687864803,0,240.0,0.17288699999999999
2019-01-06 10:30:00,Water Ride,15,25.0,-0.8333333333333334,6,0,0.0,0,0,0.3620571136832268,0,80.0,0.027892800000000006
2019-04-04 19:15:00,Flying Coaster,10,5.0,0.6666666666666666,3,0,0.0,0,1,-2.4332149901639046,0,-105.0,0.16266899999999998
2021-11-16 14:15:00,Pirate Ship,10,10.0,-0.16666666666666666,1,2,0.0,1,0,-0.002171879784791874,0,240.0,0.03674295
2021-12-10 16:30:00,Water Ride,20,40.0,0.16666666666666666,4,2,0.0,0,0,0.3620571136832268,0,240.0,0.055032000000000005
2021-09-16 10:00:00,Flying Coaster,5,10.0,-0.8333333333333334,3,2,0.0,0,1,-0.560177540360981,0,240.0,0.05181599999999999
2021-12-27 10:30:00,Water Ride,40,40.0,-0.8333333333333334,0,2,0.0,0,0,0.3620571136832268,0,240.0,0.006492000000000005
2019-04-21 14:15:00,Water Ride,30,35.0,-0.16666666666666666,6,0,0.0,0,0,0.3620571136832268,0,195.0,0.10734389999999999
2019-10-27 11:00:00,Water Ride,40,30.0,-0.6666666666666666,6,0,0.0,0,0,0.3620571136832268,0,90.0,0.015167999999999997
2019-08-24 13:15:00,Water Ride,20,30.0,-0.3333333333333333,5,0,0.0,0,0,0.3620571136832268,0,240.0,0.19166565000000002
2019-07-24 16:00:00,Water Ride,20,20.0,0.16666666666666666,2,0,0.0,0,0,-0.21220014360623327,0,90.0,0.042993600000000014
2021-09-27 14:15:00,Water Ride,25,25.0,-0.16666666666666666,0,2,0.0,0,0,0.3620571136832268,0,240.0,0.02256659999999999
2019-02-22 10:45:00,Water Ride,30,15.0,-0.8333333333333334,4,0,0.0,0,0,-0.21220014360623327,0,240.0,0.11426189999999999
2019-06-28 20:45:00,Flying Coaster,5,5.0,0.8333333333333334,4,0,0.0,0,1,0.3763411845404809,0,-195.0,0.19962599999999997
2022-04-14 19:30:00,Flying Coaster,15,5.0,0.6666666666666666,3,3,0.0,0,1,0.3763411845404809,0,-120.0,0.21447
2019-01-13 14:30:00,Flying Coaster,35,15.0,-0.16666666666666666,6,0,0.0,0,1,0.3763411845404809,0,120.0,0.08490239999999999
2018-11-16 19:15:00,Water Ride,5,15.0,0.6666666666666666,4,-1,0.0,0,0,0.3620571136832268,0,-445.0,0.005150400000000005
2021-07-24 13:30:00,Flying Coaster,10,10.0,-0.3333333333333333,5,2,0.0,0,1,0.3763411845404809,0,240.0,0.149118
2022-02-24 18:00:00,Pirate Ship,45,0.0,0.5,3,3,0.0,1,0,-0.8169020759627522,0,240.0,0.0397152
2019-08-28 18:00:00,Water Ride,25,25.0,0.5,2,0,0.0,0,0,0.3620571136832268,0,-30.0,0.19416
2019-03-25 17:00:00,Flying Coaster,30,10.0,0.3333333333333333,0,0,0.0,0,1,0.3763411845404809,0,30.0,0.17332799999999998
2019-08-23 17:30:00,Water Ride,25,25.0,0.3333333333333333,4,0,0.0,0,0,0.3620571136832268,0,0.0,0.15064919999999998
2019-03-21 11:15:00,Flying Coaster,5,30.0,-0.6666666666666666,3,0,0.0,0,1,0.14221150331511542,0,240.0,0.165504
2021-10-18 10:15:00,Pirate Ship,25,25.0,-0.8333333333333334,0,2,0.0,1,0,-0.6539560367271602,0,240.0,0.0217893
2022-02-26 10:00:00,Flying Coaster,10,35.0,-0.8333333333333334,5,3,0.0,0,1,-0.560177540360981,0,240.0,0.0254592
2021-11-25 12:00:00,Pirate Ship,35,30.0,-0.5,3,2,0.0,1,0,-0.8169020759627522,0,240.0,0.006372000000000007
