DATETIME,ENTITY_DESCRIPTION_SHORT,ADJUST_CAPACITY,DOWNTIME,CURRENT_WAIT_TIME,TIME_TO_PARADE_1,TIME_TO_PARADE_2,TIME_TO_NIGHT_SHOW,WAIT_TIME_IN_2H
2022-02-02 14:45:00,Pirate Ship,153.0,0,25,,,,15.0
2019-07-27 12:00:00,Water Ride,247.0,0,20,330.0,,660.0,20.0
2021-12-10 14:00:00,Water Ride,247.0,0,45,,,,20.0
2018-10-18 15:45:00,Flying Coaster,756.0,0,30,105.0,-215.0,255.0,5.0
2022-04-18 20:30:00,Flying Coaster,756.0,0,5,-180.0,,150.0,5.0
2020-01-10 10:15:00,Water Ride,197.6,3,0,375.0,,465.0,25.0
2022-07-24 14:30:00,Pirate Ship,301.75,0,30,180.0,,510.0,30.0
2019-10-09 10:45:00,Flying Coaster,756.0,0,5,405.0,105.0,555.0,10.0
2020-07-16 10:15:00,Pirate Ship,135.717,0,15,,,,20.0
2019-12-30 09:15:00,Water Ride,202.0,0,5,465.0,165.0,765.0,20.0
2020-07-27 09:45:00,Water Ride,247.0,0,5,,,,40.0
2022-06-10 16:30:00,Flying Coaster,756.0,0,30,60.0,,390.0,25.0
2021-06-22 17:30:00,Pirate Ship,191.25,0,15,,,,15.0
2022-06-02 13:30:00,Pirate Ship,306.0,0,40,240.0,,570.0,45.0
2019-10-25 11:15:00,Flying Coaster,756.0,0,25,375.0,75.0,645.0,40.0
2021-12-20 09:45:00,Water Ride,247.0,0,0,,,,35.0
2018-12-03 12:15:00,Flying Coaster,756.0,0,15,285.0,-25.0,465.0,20.0
2022-05-21 14:30:00,Pirate Ship,301.75,0,45,180.0,,510.0,40.0
2021-06-15 11:00:00,Pirate Ship,145.633,0,30,,,,10.0
2019-01-03 10:00:00,Water Ride,247.0,0,20,420.0,110.0,720.0,50.0
2022-08-03 20:30:00,Pirate Ship,272.0,0,25,-180.0,,150.0,30.0
2020-08-02 16:00:00,Water Ride,224.5,0,20,,,,20.0
2022-05-15 11:15:00,Water Ride,247.0,0,35,375.0,,705.0,45.0
2018-11-02 16:45:00,Flying Coaster,756.0,0,70,45.0,-275.0,315.0,60.0
2019-09-20 11:45:00,Flying Coaster,756.0,0,5,345.0,,585.0,25.0
2022-05-12 16:00:00,Water Ride,179.75,0,30,90.0,,420.0,45.0
2022-05-21 14:00:00,Flying Coaster,756.0,0,45,210.0,,540.0,40.0
2020-09-08 16:45:00,Pirate Ship,127.5,0,15,,,,10.0
2018-11-30 14:30:00,Flying Coaster,756.0,0,15,150.0,-160.0,270.0,10.0
2018-10-04 10:00:00,Pirate Ship,75.65,0,25,450.0,130.0,600.0,45.0
2020-03-13 10:00:00,Flying Coaster,378.0,0,10,420.0,,570.0,5.0
2020-02-19 15:30:00,Pirate Ship,276.25,0,50,90.0,,270.0,70.0
2022-05-22 13:45:00,Water Ride,247.0,0,35,225.0,,555.0,50.0
2021-09-24 16:30:00,Water Ride,247.0,0,15,,,,15.0
2022-01-10 10:15:00,Flying Coaster,630.0,0,15,,,,60.0
2021-11-12 18:15:00,Pirate Ship,163.2,0,45,,,,25.0
2022-02-17 12:15:00,Pirate Ship,225.25,0,40,,,,40.0
2022-04-01 15:30:00,Water Ride,179.75,0,30,120.0,,330.0,35.0
2021-06-21 17:30:00,Pirate Ship,280.5,0,15,,,,10.0
2021-09-07 12:30:00,Pirate Ship,285.6,0,20,,,,10.0
2019-09-15 17:45:00,Flying Coaster,756.0,0,20,-15.0,,195.0,10.0
2018-10-17 14:00:00,Water Ride,224.5,0,10,210.0,-110.0,360.0,20.0
2020-09-20 15:45:00,Pirate Ship,195.5,0,45,,,,30.0
2020-07-27 10:15:00,Pirate Ship,142.517,0,45,,,,10.0
2021-09-25 13:30:00,Water Ride,247.0,0,40,,,,40.0
2019-07-13 17:15:00,Flying Coaster,756.0,0,35,15.0,,345.0,30.0
2018-10-11 17:45:00,Pirate Ship,153.0,0,25,-15.0,-335.0,135.0,20.0
2022-07-31 17:30:00,Pirate Ship,301.75,0,20,0.0,,330.0,30.0
2019-07-04 11:45:00,Flying Coaster,756.0,0,25,345.0,,675.0,30.0
2022-05-12 13:45:00,Flying Coaster,756.0,0,30,225.0,,555.0,25.0
2018-12-15 19:30:00,Flying Coaster,756.0,0,5,-150.0,-460.0,150.0,5.0
2019-04-20 15:15:00,Flying Coaster,756.0,0,50,135.0,,405.0,50.0
2022-07-02 09:30:00,Flying Coaster,630.0,0,0,480.0,,810.0,25.0
2022-01-20 12:45:00,Water Ride,247.0,0,20,,,,15.0
2020-01-31 12:00:00,Flying Coaster,756.0,0,15,270.0,,390.0,20.0
2019-05-09 14:30:00,Flying Coaster,756.0,0,10,180.0,,480.0,45.0
2022-03-02 17:30:00,Pirate Ship,306.0,0,25,,,,25.0
2019-09-11 18:30:00,Flying Coaster,756.0,0,15,-60.0,,150.0,5.0
2020-10-09 14:45:00,Water Ride,247.0,0,5,,,,5.0
2022-02-17 12:45:00,Water Ride,247.0,0,30,,,,40.0
2022-04-07 20:00:00,Water Ride,247.0,0,20,-150.0,,180.0,10.0
2020-08-31 10:30:00,Flying Coaster,756.0,0,5,,,,5.0
2019-08-08 17:45:00,Water Ride,247.0,0,25,-15.0,,315.0,30.0
2021-07-21 18:15:00,Pirate Ship,280.5,0,25,,,,35.0
2021-07-29 16:00:00,Flying Coaster,756.0,0,30,,,,15.0
2022-03-08 15:30:00,Pirate Ship,229.5,0,20,,,,25.0
2021-07-31 17:30:00,Pirate Ship,280.5,0,30,,,,25.0
2018-11-30 14:45:00,Water Ride,224.5,0,25,135.0,-175.0,255.0,15.0
2019-03-30 10:30:00,Flying Coaster,756.0,0,10,420.0,,570.0,80.0
2021-06-30 16:30:00,Water Ride,247.0,0,20,,,,20.0
2021-07-07 14:30:00,Pirate Ship,280.5,0,20,,,,10.0
2021-08-22 12:30:00,Water Ride,247.0,0,15,,,,35.0
2021-11-30 12:15:00,Pirate Ship,153.0,0,40,,,,20.0
2019-07-28 20:30:00,Flying Coaster,756.0,0,5,-180.0,,150.0,5.0
2020-08-13 10:45:00,Flying Coaster,756.0,0,10,,,,25.0
2019-05-29 12:45:00,Flying Coaster,756.0,0,35,285.0,,615.0,30.0
2018-10-30 16:00:00,Water Ride,224.5,0,30,90.0,-230.0,360.0,20.0
2021-07-07 14:45:00,Flying Coaster,302.4,9,20,,,,35.0
2022-05-20 15:30:00,Pirate Ship,306.0,0,35,120.0,,450.0,15.0
2019-06-07 19:00:00,Water Ride,247.0,0,25,-90.0,,240.0,10.0
2022-05-11 20:00:00,Water Ride,247.0,0,30,-150.0,,180.0,20.0
2019-10-14 13:15:00,Water Ride,247.0,0,30,255.0,-45.0,405.0,25.0
2022-05-02 16:30:00,Pirate Ship,301.75,0,35,60.0,,390.0,30.0
2021-08-07 17:15:00,Flying Coaster,756.0,0,5,,,,5.0
2019-10-23 17:45:00,Flying Coaster,756.0,0,20,-15.0,-315.0,255.0,20.0
2022-08-11 11:45:00,Flying Coaster,756.0,0,50,345.0,,675.0,40.0
2021-08-05 12:00:00,Pirate Ship,280.5,0,30,,,,30.0
2022-02-13 10:15:00,Water Ride,247.0,0,20,,,,30.0
2021-09-06 15:15:00,Pirate Ship,306.0,0,10,,,,5.0
2022-04-20 16:30:00,Water Ride,247.0,0,35,60.0,,390.0,35.0
2022-05-29 17:15:00,Flying Coaster,756.0,0,15,15.0,,345.0,5.0
2021-07-07 16:45:00,Water Ride,49.4,12,15,,,,20.0
2022-05-17 10:15:00,Pirate Ship,144.5,0,25,435.0,,765.0,60.0
2019-01-06 10:30:00,Water Ride,247.0,0,15,390.0,80.0,630.0,25.0
2019-04-04 19:15:00,Flying Coaster,378.0,0,10,-105.0,,165.0,5.0
2021-11-16 14:15:00,Pirate Ship,216.75,0,10,,,,10.0
2021-12-10 16:30:00,Water Ride,247.0,0,20,,,,40.0
2021-09-16 10:00:00,Flying Coaster,630.0,0,5,,,,10.0
2021-12-27 10:30:00,Water Ride,247.0,0,40,,,,40.0
2019-04-21 14:15:00,Water Ride,247.0,0,30,195.0,,465.0,35.0
2019-10-27 11:00:00,Water Ride,247.0,0,40,390.0,90.0,660.0,30.0
2019-08-24 13:15:00,Water Ride,247.0,0,20,255.0,,585.0,30.0
2019-07-24 16:00:00,Water Ride,224.5,0,20,90.0,,420.0,20.0
2021-09-27 14:15:00,Water Ride,247.0,0,25,,,,25.0
2019-02-22 10:45:00,Water Ride,224.5,0,30,375.0,,495.0,15.0
2019-06-28 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,5.0
2022-04-14 19:30:00,Flying Coaster,756.0,0,15,-120.0,,210.0,5.0
2019-01-13 14:30:00,Flying Coaster,756.0,0,35,120.0,,270.0,15.0
2018-11-16 19:15:00,Water Ride,247.0,0,5,-135.0,-445.0,-15.0,15.0
2021-07-24 13:30:00,Flying Coaster,756.0,0,10,,,,10.0
2022-02-24 18:00:00,Pirate Ship,153.0,0,45,,,,0.0
2019-08-28 18:00:00,Water Ride,247.0,0,25,-30.0,,300.0,25.0
2019-03-25 17:00:00,Flying Coaster,756.0,0,30,30.0,,180.0,10.0
2019-08-23 17:30:00,Water Ride,247.0,0,25,0.0,,330.0,25.0
2019-03-21 11:15:00,Flying Coaster,724.5,0,5,375.0,,525.0,30.0
2021-10-18 10:15:00,Pirate Ship,165.75,0,25,,,,25.0
2022-02-26 10:00:00,Flying Coaster,630.0,0,10,,,,35.0
2021-11-25 12:00:00,Pirate Ship,153.0,0,35,,,,30.0
2019-03-29 12:00:00,Flying Coaster,756.0,0,40,330.0,,480.0,45.0
2019-11-13 17:00:00,Flying Coaster,756.0,0,5,0.0,-300.0,120.0,0.0
2020-01-06 11:15:00,Pirate Ship,153.0,0,30,315.0,15.0,405.0,30.0
2021-11-17 13:30:00,Pirate Ship,178.5,0,25,,,,30.0
2019-07-31 09:45:00,Water Ride,247.0,0,10,465.0,,795.0,15.0
2018-10-05 12:30:00,Water Ride,224.5,0,20,300.0,-20.0,450.0,15.0
2019-06-07 11:15:00,Water Ride,247.0,0,20,375.0,,705.0,30.0
2021-11-03 15:45:00,Flying Coaster,756.0,0,35,,,,35.0
2022-05-19 12:00:00,Water Ride,247.0,0,20,330.0,,660.0,35.0
2022-05-27 09:15:00,Flying Coaster,630.0,0,0,495.0,,825.0,35.0
2019-02-14 13:00:00,Water Ride,247.0,0,30,240.0,,360.0,25.0
2021-08-29 13:15:00,Pirate Ship,306.0,0,25,,,,30.0
2019-02-03 13:15:00,Flying Coaster,756.0,0,30,195.0,,345.0,40.0
2019-07-03 14:00:00,Water Ride,247.0,0,40,210.0,,540.0,15.0
2021-08-05 10:00:00,Pirate Ship,263.5,0,15,,,,30.0
2022-01-04 18:00:00,Flying Coaster,630.0,0,5,,,,0.0
2018-12-09 16:30:00,Flying Coaster,756.0,0,20,30.0,-280.0,270.0,5.0
2019-01-17 10:45:00,Flying Coaster,724.5,0,10,345.0,,465.0,5.0
2022-05-08 13:00:00,Pirate Ship,301.75,0,30,270.0,,600.0,35.0
2019-07-06 10:15:00,Flying Coaster,756.0,0,15,435.0,,765.0,30.0
2018-11-10 16:30:00,Water Ride,224.5,0,25,30.0,-280.0,330.0,35.0
2021-12-26 12:45:00,Water Ride,247.0,0,30,,,,45.0
2020-02-05 16:00:00,Flying Coaster,756.0,0,5,60.0,,180.0,5.0
2019-04-17 19:15:00,Water Ride,247.0,0,20,-105.0,,165.0,0.0
2020-03-12 17:00:00,Pirate Ship,208.25,0,20,0.0,,150.0,25.0
2021-12-03 10:30:00,Pirate Ship,149.883,0,20,,,,10.0
2022-07-07 20:45:00,Flying Coaster,756.0,0,5,-195.0,,135.0,5.0
2022-03-11 10:00:00,Flying Coaster,756.0,0,5,,,,5.0
2019-04-17 12:45:00,Flying Coaster,756.0,0,60,285.0,,555.0,45.0
2018-10-27 10:30:00,Water Ride,148.133,4,15,420.0,100.0,690.0,50.0
2022-03-12 17:45:00,Flying Coaster,756.0,0,5,,,,5.0
2019-03-01 14:45:00,Water Ride,247.0,0,30,135.0,,285.0,30.0
2020-01-03 09:00:00,Pirate Ship,86.4167,0,5,480.0,180.0,780.0,45.0
2022-02-20 13:15:00,Water Ride,247.0,0,25,,,,30.0
2022-06-26 12:00:00,Flying Coaster,756.0,0,15,330.0,,660.0,30.0
2020-02-05 15:30:00,Pirate Ship,208.25,0,35,90.0,,210.0,35.0
2019-11-30 12:00:00,Water Ride,247.0,0,30,300.0,0.0,600.0,40.0
2021-07-15 18:30:00,Water Ride,247.0,0,20,,,,15.0
2020-10-23 11:00:00,Water Ride,247.0,0,20,,,,20.0
2020-09-02 16:30:00,Flying Coaster,756.0,0,10,,,,10.0
2020-08-06 17:15:00,Flying Coaster,756.0,0,25,,,,20.0
2020-03-06 15:30:00,Water Ride,247.0,0,20,90.0,,240.0,20.0
2020-07-28 18:15:00,Pirate Ship,136.0,0,40,,,,0.0
2022-05-31 14:00:00,Water Ride,115.267,8,20,210.0,,540.0,25.0
2020-09-17 15:30:00,Pirate Ship,119.0,0,25,,,,5.0
2019-04-17 10:00:00,Water Ride,197.6,3,15,450.0,,720.0,40.0
2020-10-23 17:15:00,Pirate Ship,216.75,0,35,,,,25.0
2020-01-03 12:30:00,Flying Coaster,756.0,0,35,270.0,-30.0,570.0,45.0
2020-01-25 10:30:00,Pirate Ship,76.5,0,55,360.0,,570.0,65.0
2022-05-31 15:15:00,Flying Coaster,726.6,0,35,135.0,,465.0,15.0
2021-10-03 14:15:00,Flying Coaster,756.0,0,5,,,,25.0
2019-10-10 12:15:00,Flying Coaster,756.0,0,30,315.0,15.0,465.0,25.0
2022-05-28 17:00:00,Flying Coaster,756.0,0,35,30.0,,360.0,15.0
2021-11-16 11:30:00,Water Ride,247.0,0,35,,,,20.0
2022-07-02 11:00:00,Water Ride,247.0,0,20,390.0,,720.0,35.0
2019-02-17 10:45:00,Flying Coaster,756.0,0,40,375.0,,495.0,35.0
2020-09-23 15:00:00,Water Ride,224.5,0,5,,,,5.0
2021-10-24 14:00:00,Pirate Ship,306.0,0,25,,,,40.0
2019-05-27 19:45:00,Flying Coaster,378.0,0,30,-135.0,,195.0,15.0
2018-11-15 12:45:00,Water Ride,247.0,0,30,255.0,-55.0,375.0,30.0
2022-08-11 09:00:00,Flying Coaster,630.0,0,5,510.0,,840.0,15.0
2019-10-05 16:15:00,Flying Coaster,756.0,0,45,75.0,-225.0,345.0,35.0
2019-12-07 12:00:00,Flying Coaster,756.0,0,30,300.0,0.0,600.0,45.0
2019-07-08 17:30:00,Water Ride,247.0,0,20,0.0,,330.0,20.0
2022-01-08 10:30:00,Flying Coaster,630.0,0,35,,,,40.0
2019-02-26 13:30:00,Flying Coaster,756.0,0,30,210.0,,360.0,35.0
2020-07-29 10:30:00,Water Ride,224.5,0,5,,,,20.0
2022-01-15 20:30:00,Pirate Ship,148.75,0,30,,,,30.0
2022-04-07 14:45:00,Flying Coaster,756.0,0,20,165.0,,495.0,5.0
2020-03-11 15:15:00,Pirate Ship,280.5,0,20,105.0,,255.0,45.0
2019-11-15 16:30:00,Flying Coaster,756.0,0,5,30.0,-270.0,150.0,5.0
2022-06-29 18:15:00,Flying Coaster,756.0,0,15,-45.0,,285.0,5.0
2019-05-22 10:00:00,Flying Coaster,756.0,0,5,450.0,,780.0,10.0
2019-10-21 18:30:00,Water Ride,247.0,0,25,-60.0,-360.0,210.0,25.0
2021-10-08 11:00:00,Water Ride,22.5,0,10,,,,15.0
2019-04-06 12:00:00,Flying Coaster,453.6,6,35,330.0,,600.0,45.0
2019-07-26 19:30:00,Water Ride,247.0,0,25,-120.0,,210.0,25.0
2022-03-31 13:00:00,Flying Coaster,756.0,0,5,,,,5.0
2021-10-07 10:00:00,Pirate Ship,127.5,0,15,,,,30.0
2021-07-05 18:15:00,Flying Coaster,756.0,0,35,,,,15.0
2022-05-28 17:45:00,Flying Coaster,756.0,0,15,-15.0,,315.0,5.0
2018-12-03 16:30:00,Water Ride,44.9,12,25,30.0,-280.0,210.0,40.0
2022-05-22 14:45:00,Pirate Ship,229.5,0,45,165.0,,495.0,50.0
2022-02-12 12:00:00,Flying Coaster,756.0,0,50,,,,30.0
2018-12-24 09:45:00,Water Ride,247.0,0,10,435.0,125.0,735.0,35.0
2022-05-08 19:45:00,Pirate Ship,306.0,0,15,-135.0,,195.0,30.0
2021-07-04 17:00:00,Pirate Ship,250.75,0,15,,,,10.0
2022-04-03 15:15:00,Water Ride,247.0,0,25,135.0,,465.0,20.0
2022-05-08 16:45:00,Water Ride,247.0,0,30,45.0,,375.0,20.0
2019-10-08 14:15:00,Water Ride,247.0,0,30,195.0,-105.0,345.0,15.0
2019-12-20 20:45:00,Water Ride,247.0,0,20,-225.0,-525.0,-105.0,20.0
2020-10-18 10:15:00,Flying Coaster,756.0,0,5,,,,25.0
2020-02-25 10:45:00,Pirate Ship,149.317,0,70,375.0,,555.0,40.0
2022-05-13 13:00:00,Water Ride,247.0,0,40,270.0,,600.0,40.0
2020-02-25 12:15:00,Flying Coaster,756.0,0,35,285.0,,465.0,40.0
2019-05-24 11:00:00,Water Ride,247.0,0,10,390.0,,720.0,25.0
2020-09-22 10:00:00,Pirate Ship,46.75,0,10,,,,5.0
2020-08-11 14:15:00,Pirate Ship,136.0,0,40,,,,30.0
2020-10-23 10:45:00,Pirate Ship,216.75,0,20,,,,20.0
2019-12-23 11:30:00,Flying Coaster,756.0,0,30,330.0,30.0,630.0,25.0
2019-10-23 10:30:00,Water Ride,247.0,0,20,420.0,120.0,690.0,35.0
2019-03-30 11:30:00,Flying Coaster,756.0,0,50,360.0,,510.0,70.0
2021-10-24 14:00:00,Water Ride,247.0,0,25,,,,25.0
2021-07-15 19:00:00,Pirate Ship,280.5,0,30,,,,0.0
2021-12-25 10:45:00,Water Ride,247.0,0,20,,,,45.0
2021-08-08 10:30:00,Water Ride,247.0,0,15,,,,30.0
2018-11-28 16:15:00,Water Ride,247.0,0,15,45.0,-265.0,165.0,0.0
2019-07-28 09:45:00,Flying Coaster,756.0,0,5,465.0,,795.0,15.0
2020-10-12 15:15:00,Pirate Ship,136.0,0,15,,,,25.0
2018-11-28 13:00:00,Water Ride,247.0,0,20,240.0,-70.0,360.0,15.0
2022-04-26 20:15:00,Flying Coaster,756.0,0,5,-165.0,,165.0,5.0
2021-09-29 16:15:00,Flying Coaster,756.0,0,5,,,,5.0
2019-01-18 16:15:00,Flying Coaster,756.0,0,5,15.0,,135.0,10.0
2021-12-07 17:45:00,Flying Coaster,756.0,0,10,,,,5.0
2019-05-07 19:00:00,Flying Coaster,756.0,0,5,-90.0,,210.0,10.0
2022-03-28 16:45:00,Flying Coaster,756.0,0,30,,,,25.0
2020-03-06 15:45:00,Water Ride,247.0,0,25,75.0,,225.0,20.0
2021-06-19 13:30:00,Pirate Ship,212.5,0,20,,,,30.0
2020-08-30 13:45:00,Water Ride,247.0,0,15,,,,10.0
2022-01-07 14:15:00,Water Ride,247.0,0,20,,,,30.0
2019-06-20 18:00:00,Water Ride,247.0,0,10,-30.0,,300.0,20.0
2020-10-07 10:30:00,Pirate Ship,119.0,0,5,,,,10.0
2022-05-30 19:30:00,Pirate Ship,153.0,0,40,-120.0,,210.0,40.0
2022-08-07 16:30:00,Pirate Ship,229.5,0,35,60.0,,390.0,35.0
2022-07-12 12:15:00,Flying Coaster,756.0,0,50,315.0,,645.0,35.0
2020-03-10 14:45:00,Water Ride,247.0,0,20,135.0,,285.0,15.0
2019-09-28 11:00:00,Flying Coaster,730.8,0,50,390.0,90.0,660.0,60.0
2020-08-25 16:45:00,Water Ride,247.0,0,25,,,,15.0
2022-01-21 17:30:00,Pirate Ship,148.75,0,30,,,,15.0
2019-03-07 09:45:00,Flying Coaster,25.2,0,5,435.0,,585.0,40.0
2022-02-19 18:45:00,Flying Coaster,756.0,0,5,,,,5.0
2018-12-18 14:45:00,Flying Coaster,756.0,0,30,135.0,-175.0,255.0,15.0
2022-05-15 17:15:00,Pirate Ship,306.0,0,25,15.0,,345.0,25.0
2019-11-02 16:30:00,Water Ride,247.0,0,40,60.0,-240.0,330.0,30.0
2019-11-21 10:00:00,Flying Coaster,504.0,0,5,420.0,120.0,540.0,15.0
2021-08-23 18:30:00,Water Ride,247.0,0,25,,,,15.0
2021-12-28 09:45:00,Flying Coaster,756.0,0,5,,,,55.0
2019-11-19 15:30:00,Water Ride,247.0,0,15,90.0,-210.0,210.0,25.0
2021-10-29 12:15:00,Water Ride,247.0,0,30,,,,30.0
2019-11-22 16:00:00,Flying Coaster,756.0,0,15,60.0,-240.0,180.0,15.0
2019-04-19 11:15:00,Water Ride,247.0,0,35,375.0,,645.0,40.0
2019-02-22 11:45:00,Water Ride,224.5,0,30,315.0,,435.0,30.0
2022-06-06 15:15:00,Pirate Ship,303.45,0,65,135.0,,465.0,35.0
2022-01-16 12:45:00,Flying Coaster,756.0,0,5,,,,10.0
2022-05-27 11:30:00,Flying Coaster,756.0,0,40,360.0,,690.0,50.0
2019-02-01 11:30:00,Flying Coaster,756.0,0,5,300.0,,420.0,25.0
2019-05-31 14:30:00,Flying Coaster,756.0,0,70,180.0,,510.0,60.0
2019-04-01 11:45:00,Water Ride,247.0,0,25,345.0,,615.0,35.0
